Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
610;BGM-0815;7;9;5;7;3;8;2;5;3;1;2;3;1;5;3;3;3;1;2;1;2;1;2;3;7;5;3;0;3;3;2;5;100;16.26;5.24;3.108201539;25.9;1.13;34.33333333;53.11;7.92142180354263;5.14773524463801;3.37445980444484;6.20271031913961;37.895736708546;25.0944667004903;27.2387788099197;48.9125581836368;2.08084555362314
632;BGM-0849;5;7;5;7;3;8;2;5;4;1;1;5;0;4;3;7;5;1;1;1;2;2;2;2;7;5;2;1;4;3;2;5;90;12.88;2.86;4.496130268;19.64;2.293333333;19.33333333;58.9525;7.00987576954068;5.22909981905314;3.11573329967049;6.83872773290786;36.1897828116247;22.2459822608826;14.7012102418903;59.8093619853398;1.7901181441196
633;BGM-0850;5;7;5;3;3;9;2;3;3;1;1;5;1;5;3;7;5;1;2;1;2;0;2;2;7;0;3;0;3;3;2;5;70;14.64;4.36;3.396805007;25.94;2.316666667;23.75;64.10666667;4.40374038521641;3.91401441552365;2.68700896858825;6.83736814532395;35.6256991150519;30.3180749435158;29.4596986821777;51.2523183372792;2.07438055720126
641;BGM-0863;7;3;5;3;3;6;3;3;4;4;1;5;1;2;7;3;5;1;1;1;3;2;2;2;7;5;2;0;3;3;1;5;90;12.74;3.54;3.601389961;17.86;2.423333333;34.75;52.7425;3.45461057101802;4.40152860201376;3.79246711193561;4.57054921457596;33.5233049583577;15.4260519578814;20.668120415211;41.7346183104786;1.87725722020989
647;BGM-0872;5;3;5;3;3;9;2;5;4;2;3;7;0;5;3;3;5;1;1;1;2;1;1;1;7;5;3;0;4;3;3;5;80;14.74;4.42;3.347812677;23.16;2.423333333;26.41666667;70.39666667;5.89732281911195;3.29372312958398;3.21628511709059;4.96513179281298;32.658429602644;16.9674258932615;14.8143562754746;53.7177354540703;1.81506858460598
656;BGM-0885;7;3;5;3;2;7;2;5;4;3;2;5;1;5;1;3;5;2;1;1;3;2;1;4;7;5;3;1;4;3;3;3;90;14.6;3;4.868281372;15.68;1.44;37.33333333;58.53333333;4.39065798108539;4.077057979827;3.47273704610517;4.93579508894731;30.9574871109225;23.1727413555545;14.987767360028;57.4658294482089;1.99223297695699
658;BGM-0888;5;5;5;3;3;7;2;3;2;1;1;5;1;5;3;7;5;1;1;1;2;2;1;2;7;5;3;0;4;3;3;7;90;16.64;4.94;3.367777789;19.96;2.116666667;33.58333333;59.41916667;3.51095527423008;3.70572482440121;3.99500326404486;6.41660121799511;34.586005580118;27.4228722668679;24.9399492461235;48.4071414556679;1.82916726746605
670;BGM-0902;3;3;5;3;3;9;3;3;4;2;3;5;0;5;1;3;5;1;2;1;2;1;2;2;7;5;3;0;3;3;3;5;100;12.8;3.02;4.230478309;21.66;2.49;25.45833333;56.52;8.04452953784431;3.63091252482719;3.77308634254955;4.02041306728657;36.686590583711;11.6286296909839;15.5901716001061;41.4303291553918;1.7492645493455
677;BGM-0912;3;2;5;3;3;9;3;3;3;2;2;5;0;5;3;3;5;1;2;1;2;2;1;2;7;3;3;0;3;3;1;5;110;11.06;3.76;2.935409892;21.66;2.353333333;20.33333333;65.79333333;7.92142180354263;2.94139741281647;3.9721172977555;4.26746974605607;34.6491661764614;10.5922816931054;10.8302109269899;36.7530626988631;1.61135629457816
685;BGM-0922;5;7;5;7;3;9;3;7;4;1;1;7;1;5;3;7;5;1;2;1;3;1;2;2;7;5;3;0;4;3;1;5;120;11.92;4.74;2.558018794;16.6;2.246666667;23.89583333;76.36916667;4.09556468171781;3.11345263795311;3.50323368852639;5.44477965191761;33.180670172553;17.4602154157008;15.9313367443184;50.7661881670819;1.9082739207724
686;BGM-0924;7;7;3;5;2;5;2;5;3;1;1;5;1;5;3;7;5;1;1;1;1;3;1;2;3;5;3;0;3;3;1;5;0;16.76;5.52;3.040191138;25.68;2.066666667;34;75;5.78502831378258;3.91305250284727;2.75496518270017;6.32656172646252;36.7940851695458;19.5369067422406;18.291346891362;35.672087112419;1.90869026861299
687;BGM-0925;5;2;5;3;3;9;3;3;4;1;1;5;0;9;3;3;5;1;2;1;3;2;2;2;7;3;3;0;3;3;1;5;90;14.76;2.46;5.990216305;16.08;1.673333333;21;51.28666667;6.79036116905564;4.35917929625849;3.47480175859316;4.9448557152849;37.1230013363795;15.5665563563736;36.6309628577695;26.3717955591093;2.22419211208153
695;BGM-0935;7;3;5;3;1;7;3;3;4;3;1;5;1;5;3;3;5;1;4;1;2;3;2;2;7;5;3;0;3;3;2;5;80;11.54;3.52;3.286168987;14.2;2.163333333;18.645;53.18083333;7.58102660148279;2.92389305577035;4.06314581755147;5.22697610447703;34.2663821830454;16.5643165146887;24.7311910970997;32.3857601743128;1.94623606390074
699;BGM-0941;5;3;3;3;1;3;1;5;3;2;3;5;0;5;3;7;5;1;1;1;3;2;2;2;7;3;3;0;4;3;3;5;90;14.56;3.32;4.403015871;18.88;4.296666667;24.08333333;76.80333333;8.00296592756622;3.54129506934597;3.75998833458219;6.70577071037305;32.5647354192732;19.5187893598595;18.7641834327306;45.2928732976895;1.90246670681935
704;BGM-0946;5;9;5;9;3;9;2;7;4;2;3;5;0;5;3;3;5;1;1;1;3;2;2;1;7;5;3;1;4;3;2;5;90;14;2.68;5.25816862;19.8;2.603333333;15.125;73.47333333;8.10298398978342;2.67158015858155;3.24241024995305;4.66670066358944;31.0213991236217;14.274343654506;15.5344999702862;43.2820587367065;1.89356829619591
705;BGM-0947;7;5;3;3;3;9;3;7;4;1;1;5;0;5;3;7;5;1;1;1;1;2;2;2;7;5;3;0;4;7;2;7;0;18.3;4;4.586666667;25.36;1.7;19.66666667;45.43666667;3.4855831473938;5.60522255911114;3.24294395934964;5.68026584258091;35.8617905489068;17.482950486382;29.7613743796833;35.7440358422924;2.1635508354732
711;BGM-0954;7;7;5;3;3;9;4;5;4;2;3;5;1;5;7;7;5;1;2;1;2;2;1;3;7;5;3;0;3;3;1;5;100;15.96;1.8;8.941944444;21.74;1.986666667;19.7925;45.36166667;7.98202755094278;2.43170876876309;3.63958167920902;3.93851584153841;35.3533809517053;8.53406485756141;18.4457307513825;25.049913490394;1.95753859207508
749;BGM-1006;3;2;5;3;3;3;4;3;4;1;1;5;1;7;3;3;5;1;2;1;2;2;1;1;7;0;3;0;3;3;1;5;100;10;2.16;4.629977414;14.6;3.48;16.9375;59.29916667;6.16405530317744;3.97441164427746;4.12776354442229;3.95468728526496;32.0678349828773;11.0646224769187;14.9785629592983;39.8575781472722;1.70575312289567
755;BGM-1025;9;7;3;5;2;9;4;5;4;2;1;5;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;0;3;5;2;3;95;15.7;4.14;3.792709802;26.1;1.753333333;18.05208333;40.37416667;4.81114427101163;3.08047515526438;3.22523834125808;4.2335371615668;30.5345986162309;10.4098408847049;9.1428147291907;48.2287342112709;1.484360108059
