id,IC,PTR,NRz,DRY,DMCsg.x,StC,PPA,PA,PRz,Anth,MPs,Vigor45D,FrogSkin,MosNv,RF,AcSev,HCN,DMCsg.y,TCC,CorPol
11-Conquista-2,47.8855541399825,15.7367685593855,3.16607919844489,4.95608071997987,35.3748208406286,20.7862835815508,17.8273972957477,3.72816141651348,0.900709979098665,1.51669320811752,1.61823453178778,2.28349032469511,0.452953850905483,0.0565848963717878,1.95053887975103,3.40577544431826,2.17415926423196,35.3748208406286,1.58019196615908,1
2018g-06-01,51.8395029804993,20.7946287181218,4.07683263359072,6.47835269025122,35.7630834574534,22.4454508879642,18.4187315567715,3.25317391355652,0.937658398048288,1.64044667340963,2.1669813102318,2.29915606522604,0.440726342425295,0.0406882416558423,1.99681296299642,2.74420030350007,4.10599256426742,35.7630834574534,1.58019196615908,1
2018g-06-02,46.6256009311522,19.3766576681482,3.96473693420562,6.57765086337206,34.3219055660643,21.8751589454136,19.3224768228185,3.36823480426733,1.06770021622136,1.56818775447864,1.88885001219177,2.29915606522604,0.420930332587047,0.0346846720919381,1.99681296299642,2.98204858583927,NA,NA,NA,NA
2018g-06-03,53.666351633064,17.1618917524474,3.39767000251119,5.18931571482042,35.0676024437949,23.349591437875,16.1387443398485,3.50280652852197,1.22532666249176,1.62331255322997,1.49945475302426,2.29915606522604,0.422872603407531,0.0331115679409004,1.99681296299642,3.53702791129741,3.82157024208167,35.0676024437949,1.58019196615908,1
2018g-07-01,41.912339239212,15.0345460182869,3.0755069760451,4.86545197568386,35.0564025388293,21.8751589454136,17.2407283284319,3.3095183525812,1.1672856147304,1.35014678060814,1.61823453178778,2.34115435295411,0.413145748772294,0.0565848963717878,2.00577406201463,3.0161364929294,NA,NA,NA,NA
2019g-01-02,39.6125074217205,15.6562670726029,2.88161791393001,4.87026511890225,36.4084869952502,21.8751589454136,23.7905437742911,3.27926427853825,1.19774203439444,1.4301688415142,1.61823453178778,2.29915606522604,0.62710713882479,0.0565848963717878,2.05288115893277,2.50635202116086,NA,NA,NA,NA
2019g-01-03,49.9710137398081,21.5176400503052,3.4774182964359,6.43067202250569,35.783676522154,21.8751589454136,19.4349618134186,3.10221026039957,0.961302364988847,1.4301688415142,1.61823453178778,2.29915606522604,0.46802155342715,0.0565848963717878,2.05288115893277,2.50635202116086,4.73780990696882,35.783676522154,0.698419622024371,1
2019g-04-01,46.1859351170342,11.9103498120835,2.43930643492799,5.46888544846623,35.4715904726633,21.8751589454136,17.5851487212017,3.45631829667693,1.16375760740915,1.56825957172501,1.61823453178778,1.9257237277335,0.476306360628719,0.0565848963717878,1.58785295673879,3.061331346619,7.01318848445478,35.4715904726633,4.76846441602231,1
2019g-04-05,44.0685252830259,20.1644618434185,3.30463618550919,6.03002700671562,34.3680431314189,21.8751589454136,27.8684128798927,3.27926427853825,1.50117294346495,1.2920781113034,1.61823453178778,2.29915606522604,0.46802155342715,0.0565848963717878,2.05288115893277,2.74420030350007,NA,NA,NA,NA
2019g-05-02,40.9146085911611,13.8544287155605,3.14575608350762,4.12989187334867,33.1999192034563,21.8751589454136,17.6879818007744,3.45631829667693,0.902192447637449,1.4301688415142,1.61823453178778,2.11243989647977,0.46802155342715,0.0565848963717878,1.82036705783578,2.90276582505953,NA,NA,NA,NA
2019g-05-03,44.840448531918,14.8333614977804,3.01671892644384,4.70735558629369,36.1872805146148,21.8751589454136,17.0653827792154,3.30383287881614,1.16375760740915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019g-05-09,41.1853859870497,15.7235227238781,3.00680626564529,4.99498294433205,36.1872805146148,21.8751589454136,20.6975196312993,3.30383287881614,1.16375760740915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019g-05-11,46.32783991453,17.3460151714464,3.43057251478353,4.84504953429078,30.6749699258126,21.8751589454136,19.3125145763058,3.30383287881614,1.16375760740915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019g-05-12,39.845719571471,18.2642541486415,3.82496851956434,5.6036095045297,34.9747431560196,21.8751589454136,25.7748852016968,3.45631829667693,0.949480381518567,1.2920781113034,1.61823453178778,2.4858722339723,0.46802155342715,0.0565848963717878,2.28539526002976,2.8234830642798,5.30665455134031,34.9747431560196,0.698419622024371,1
2019g-07-03,48.796073042391,14.9094848146952,3.10899725589377,4.23766928470791,32.3737273450831,21.8751589454136,16.2491889709691,2.96124432245506,1.35961277275502,1.4301688415142,1.61823453178778,1.86913878512833,0.462976804124297,0.0565848963717878,1.53418615309348,3.34470530232652,NA,NA,NA,NA
2019g-08-02,50.0617015466472,20.0329966158929,3.82588279467857,6.14846182676003,35.6966838433357,24.468051031877,19.4077224995978,3.62388227985498,1.30265741708817,1.4301688415142,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,3.16792716197905,5.22502480401625,35.6966838433357,1.58019196615908,1
2019g-08-03,50.5549792085305,22.6200882201449,4.39918195041028,6.35157043274933,33.0164177759806,22.9184919815395,21.5159197628293,3.26977424357762,1.27113212783409,1.4301688415142,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,3.32649268353852,4.76461247165686,33.0164177759806,2.54858100324232,2
2019g-08-06,51.4980739453472,27.0009224699778,4.62286803718422,6.97798015215557,31.4351535390117,19.1239421022486,21.0497760549446,3.4468282617163,1.10562435925018,1.4301688415142,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,2.85079611886012,5.53196635892252,31.4351535390117,1.58019196615908,1
2019g-08-07,46.8412720536465,19.4911973270443,4.23514548677606,5.31704529009357,32.313891289468,21.8751589454136,18.1531628907231,3.26977424357762,0.999226508017661,1.4301688415142,1.61823453178778,2.09677415594884,0.437127810304073,0.0565848963717878,1.80209035814558,3.00936164041959,4.91808324910999,32.313891289468,1.58019196615908,1
2019g-08-08,40.8980367882235,14.7814135089819,3.66681713297266,4.3090951052308,33.9322526346357,21.8751589454136,20.2575235802271,3.09272022543895,0.947997912979783,1.4301688415142,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,2.85079611886012,5.53196635892252,33.9322526346357,2.32496618723507,2
2019g-08-09,45.9872715200775,14.7214285877165,3.27743764858841,4.69443199322919,37.0043569073393,21.8751589454136,16.4880898930116,3.4468282617163,0.814015433649949,1.4301688415142,1.61823453178778,1.91005798720257,0.437127810304073,0.0565848963717878,1.56957625704859,2.77151335808038,6.14584946873504,37.0043569073393,2.52005265188253,1
2019g-08-10,49.138164073958,24.2783810435136,4.17218199568414,6.81283577158483,33.2760975333714,19.1347231336392,23.7200313692468,3.26977424357762,1.10956502040694,1.56825957172501,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,2.85079611886012,4.15072936184433,33.2760975333714,3.69922450808754,1
2019g-08-11,41.1109936642789,23.7075567927624,3.56574416043037,7.30257427948425,35.7384180900592,23.6567976286134,31.962910022664,3.80093629799366,1.47998716914236,1.56825957172501,1.61823453178778,2.47020649344138,0.437127810304073,0.0565848963717878,2.26711856033957,2.77151335808038,3.69031702948494,35.7384180900592,1.58019196615908,1
2019g-08-13,44.307519834457,26.2656234351118,3.54586095271713,7.73726466052677,35.6364010425128,22.3059114234564,25.601870782559,3.62388227985498,1.48392783029912,1.56825957172501,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,2.77151335808038,6.75973257854757,35.6364010425128,2.32496618723507,2
2019g-08-14,42.0385589679381,18.4314258818471,3.07548760905405,5.44105862931123,34.5879502409656,21.8751589454136,24.642427464309,3.36801745725253,1.16375760740915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019g-08-15,47.3084733633598,13.1192506906928,3.40999236667666,4.66315072202328,35.3044143033548,19.6758580099946,14.5966590453809,3.80093629799366,0.869184689844586,1.70635030193581,1.61823453178778,1.91005798720257,0.574378749666816,0.0565848963717878,1.56957625704859,3.08864440119932,5.07155402656312,35.3044143033548,1.89242892196696,2
2019g-08-16,41.9345717869829,11.1861882279795,3.00901434445969,3.77751437132944,33.5718480639478,21.8751589454136,14.976479844398,3.26977424357762,0.884947334471626,1.4301688415142,1.61823453178778,2.09677415594884,0.711629689029559,0.0565848963717878,1.80209035814558,2.93007887963985,5.53196635892251,33.5718480639478,2.65318495822825,3
2019g-08-17,48.9382453739877,17.0318155551637,3.36194128136967,5.06648140233108,34.6672390908221,22.3664118454403,17.7062020514756,3.09272022543895,1.06621774768258,1.56825957172501,1.61823453178778,2.09677415594884,0.437127810304073,0.0565848963717878,1.80209035814558,3.16792716197905,5.22502480401625,34.6672390908221,1.58019196615908,1
2019g-08-18,47.8473846415408,20.9946903535991,3.688357274662,6.1465636154891,34.0945524830049,19.4470829023263,22.1777287308137,3.26977424357762,1.10562435925018,1.4301688415142,1.61823453178778,2.28349032469511,0.437127810304073,0.0565848963717878,2.03460445924258,2.85079611886012,6.14584946873504,34.0945524830049,1.58019196615908,1
