id,HCN,PRC,PRNC,PTR,PPA,DMCsg,DRY,IC,AP,NMa,PA,Vigor45D,Vigor12M,RF,PRz,NRz,Pod,PodRCas,PodRPol,FrogSkin,MoscBc,MoscBr,MosCm,MosNv,AcSev,MPs,QFs,Anth,BacSev,FerSev,TCC,StC,CorPol,Friab,Cook
BGM-0546,5.27226584215945,12.3195354061691,5.9153431453553,17.4172715879762,22.7409277279585,36.9600767303781,5.64979685653448,42.7654644729512,221.765152206126,16.36893667788,2.8436449413423,2.2668468456912,2.42518938152039,1.96721030354614,1.18000782850932,3.24587127717184,0.0178043782078341,89.1910192716319,201.008973774991,0.425822194656241,NA,NA,0.01473529994512,0.0346846720919381,2.85917453599576,1.88885001219177,0.458284444238921,1.62841985844197,NA,-0.0287049426933393,NA,23.5459848080856,1,Mcoe,>40
BGM-0547,7.575503212941,17.3705614394564,6.07083931473889,24.2066067935804,26.2416389162963,35.3802350943353,7.35945132583741,46.279596189405,228.747971766302,16.909781934037,2.83330422444454,2.38601658703163,2.6187670691957,1.96721030354614,1.01055939876865,3.49772524153953,0.0112019201300054,35.5715899799619,49.456329157376,0.683202753395624,NA,NA,0.01473529994512,0.0346846720919381,3.01774005755523,2.00008192352151,0.636393184650771,1.52940256709766,1.80900970595199,-0.0287049426933393,NA,NA,NA,NA,NA
BGM-0549,6.2067901433272,18.3747477715996,5.82270632009099,23.7768983616802,26.3690845530826,35.8221127013367,7.38349248916942,46.3177926650095,202.232092513291,15.6910589012285,3.17550673351662,2.38564080596113,3.02178351789861,2.43660925304421,1.10513526653088,3.8965852749145,0.0173731747042429,NA,NA,0.438280843920544,17.1243207629064,4.43126425525894,0.0156917761923041,0.0255626194518464,2.62132625365656,1.60907450406525,0.475509700697608,1.42171685446985,NA,0.0480697944019368,NA,NA,1,Coe,>40
BGM-0550,5.98190022264687,8.07793144494082,5.63853153234879,12.3754496964862,20.630072280068,35.1520222774702,3.81854440531244,36.3997198548723,203.967949683173,15.9473516805176,3.31173474513296,2.2668468456912,3.18368296352386,1.9417554217801,0.805645018617134,3.28868169405537,0.0238940889694167,NA,NA,0.440642935734741,NA,NA,0.0156917761923041,0.0255626194518464,3.01774005755523,1.66637579171996,0.367289856137438,1.46175754697344,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0551,4.05633142127052,10.6719889542981,4.81317454165096,14.5027734369646,21.1257219761654,35.6312535335189,4.67559254579398,39.1913049954372,209.102766405288,15.2572730535415,3.64378278285367,2.01693463605998,2.53523532834841,2.20770511549389,0.971152787201048,3.62030242156537,0.0173731747042429,NA,NA,0.42994395808914,9.89959051649462,4.43126425525894,0.0156917761923041,0.0255626194518464,3.4141538614539,1.32930939375105,0.367289856137438,1.59401316766715,NA,0.0480697944019368,NA,23.6085255320454,1,Mcoe,>40
BGM-0552,6.65533619928252,12.7072167844739,4.92187418314677,16.5493511876114,22.1317526003533,36.7259367143688,4.67995658623212,40.6411819649321,179.783050257665,15.845180157484,3.71336910947126,2.12936436101234,2.35452733457999,1.92049890849971,1.51497275486796,2.65793967480777,0.0238940889694167,NA,NA,0.351968146731828,NA,NA,0.0156917761923041,0.0255626194518464,3.06725525388165,1.27200810609634,0.499329265134238,1.65468088358169,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0555,5.97256420043249,16.0401626192023,6.41603097417676,22.2779939161502,17.7894581039013,33.9203825727377,6.4557168434568,56.1598885092389,188.857306629048,17.0899341929945,3.51067998107791,2.33759399465832,2.69741805819848,1.67011778479816,1.19971113429312,4.3022979334362,0.0173731747042429,NA,NA,0.42994395808914,8.91325777850623,4.43126425525894,0.0156917761923041,0.0255626194518464,3.25558833989443,1.44054130508079,0.367289856137438,1.46175754697344,NA,0.0480697944019368,2.93185304028527,NA,NA,NA,NA
BGM-0556,6.79008845078337,16.5742266927797,7.68188680659435,24.9832321886764,33.0290419538523,37.1521380336296,7.96008284666036,43.0844385219458,265.661861908767,20.2737965377827,2.33819327490357,2.3230135123262,2.6187670691957,1.96721030354614,0.963271464887528,4.64929435493126,0.0164186916992845,171.905996332794,188.185695003525,0.417890835695514,NA,NA,0.01473529994512,0.0346846720919381,3.01774005755523,1.94615129984649,0.766270297004909,1.51100751524659,2.1178421956195,-0.0287049426933393,NA,NA,NA,NA,NA
BGM-0557,3.79640394982393,14.3334263296464,6.36434205736496,19.4991450796681,20.6679324358408,36.5989513245066,6.27504468634096,47.5895777798544,186.473837699484,16.1827798718417,3.95358730775624,2.49331880733495,2.43030363634404,2.5859105956632,1.12877923347144,3.40454366741478,0.0171995242532499,NA,NA,0.438396624915258,10.9990059887747,4.43126425525894,0.0156917761923041,0.0255626194518464,3.12403123286323,1.4068346652839,0.499329265134238,1.38531622492112,NA,0.0480697944019368,NA,23.4412118645413,1,Mcoe,>40
BGM-0558,4.74551158447696,12.9767583314731,5.20844165573539,16.7910012014993,12.2596193422855,35.0863502770244,5.09042088845083,54.8345416008861,164.148959360448,15.2535672458838,4.21660916728907,2.2668468456912,2.03803400616976,1.91751568825187,1.1327198946282,3.27770467890603,0.149947122943984,NA,NA,0.920924171098753,NA,NA,NA,NA,3.1763055791147,NA,0.500241264462876,1.56776380580137,NA,NA,NA,21.2506973159949,1,Mcoe,>40
BGM-0560,5.52451576039306,12.7155841180657,6.3852630574555,18.7346287684891,18.2006609924371,32.3904892966716,5.19797435920221,49.4993481762016,187.160012348642,14.9779972266233,3.14700678958656,2.0657729958705,2.59966264941859,1.78918640569792,1.20120471798527,3.93899571944731,0.0173731747042429,NA,NA,0.558796621902412,12.0355977197816,4.43126425525894,0.0156917761923041,0.0255626194518464,2.78337535897377,1.32930939375105,0.694633193486326,1.45205071242712,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0561,6.69392297883278,3.69708720416543,6.03369123599748,9.54781406567186,16.2453602422771,34.9223201241852,3.12012645992574,36.4654478853307,167.450663322075,15.5305158092665,3.44717881968757,2.08013067694493,2.0486871387982,1.96947459082435,0.829288985557693,4.1512850719112,0.0173731747042429,NA,NA,0.438736019755058,NA,NA,0.0156917761923041,0.0255626194518464,3.01774005755523,1.38324001742608,0.583729545257779,1.33071528059803,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0562,5.17650300326358,10.3888252998137,5.45183958179914,17.1836192670029,21.6739694444376,35.3951605696543,5.2093548900371,44.3294745344355,221.318087666317,16.7988149610828,3.01494272676132,2.08013067694493,3.19950013222165,1.77856004722044,1.51496402683391,3.49606830756343,0.0238158486453937,79.5395455870969,129.890574355124,0.620817760361935,NA,NA,0.01473529994512,0.0346846720919381,2.70060901443629,2.00008192352151,0.620614211079177,1.36512197137286,NA,0.449996987077402,NA,NA,1,Coe,>40
BGM-0563,6.83170294524143,5.71403829709701,6.25954323727119,11.718628454605,20.3975789131796,35.6905437695943,4.20144424626775,38.3165480111918,172.055094054039,16.4581184146855,3.62738071264201,2.2668468456912,2.37305259849834,2.21041480435218,0.845051630184733,3.69081364966265,0.0173731747042429,NA,NA,0.439530138950376,NA,NA,0.0156917761923041,0.0255626194518464,2.85917453599576,1.27200810609634,0.475509700697608,1.35134230400898,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0564,6.17208844200429,4.65485574658195,5.12545109547367,8.62020006988569,19.5337243182114,34.3406700498556,2.60405357947451,30.7376202276912,164.277994962926,15.5679219284352,3.8159014927381,2.2668468456912,2.17104415173822,2.0818662081076,0.817467002087414,4.03788114322733,0.0238940889694167,NA,NA,0.520053095711793,NA,NA,0.345796108103673,0.0255626194518464,3.1763055791147,1.38324001742608,0.475509700697608,1.33071528059803,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0570,5.61851903057895,12.9651830597077,6.63246357592639,19.3734601714314,19.8396661228183,33.8551716271098,5.81787863364279,48.825069364094,179.838268409745,15.8210825661683,3.0866854367654,2.62499772358739,2.33351016581311,1.88761732381542,1.04208468802273,3.8443155459025,0.0173731747042429,NA,NA,0.431643335232032,8.17193763148311,3.38440895077991,0.0156917761923041,0.0255626194518464,3.25558833989443,1.32930939375105,0.583729545257779,1.43142368901617,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0573,7.40534253018835,14.1632620742133,5.82847686598623,19.9545353985435,22.9613130121714,35.5763765747868,6.25319430015921,46.6822742399378,192.261105435774,16.0127553825882,3.88382234537227,2.64432345456746,2.65787562551325,2.10265225609371,1.04602534917948,3.80449099046479,0.0173731747042429,NA,NA,0.422679260698241,24.1832616116326,7.72558773653618,0.0156917761923041,0.0255626194518464,3.09702281833497,1.55177321641053,0.475509700697608,1.29067458809444,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0574,5.40127456100504,13.278250730764,6.84899941829494,16.754668327265,22.9828567037355,35.1501929714529,5.38880525445956,43.9470805149127,211.883154800962,16.1680044054931,2.80287214399792,2.3230135123262,2.10687715324625,2.06236550581264,1.14848253925524,3.45387836631672,0.011924837968241,199.298879865896,154.71920663953,0.433570952253773,NA,NA,NA,NA,2.85917453599576,NA,0.638974422233943,1.58542736882253,2.1178421956195,NA,NA,20.6478562537206,1,Coe,>40
BGM-0575,4.24300035351111,12.6096558128412,5.26765861215244,16.0779344653303,16.9430583424432,34.5307986702693,5.63640272366409,50.9223672356233,184.216589804717,15.8749308313691,3.86818060409587,2.2668468456912,2.44314983780794,1.64599110309205,NA,2.83197040072597,0.0238940889694167,NA,NA,0.466905840158789,NA,NA,0.0156917761923041,0.0255626194518464,NA,1.27200810609634,0.475509700697608,1.42602879890017,NA,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0576,6.51789900337489,12.8355164964162,6.13232069819565,19.2545521580728,24.0328882216954,35.002895347803,6.43232356943545,43.2656158508985,233.716501692274,16.3639777459324,2.71954641905876,2.62039067561998,3.31165034362062,2.05758224225571,1.21816515241136,4.00449921633792,0.0122752425353136,131.94770473353,435.647237440679,0.409299845013315,21.0106626773387,4.58502182309907,0.0156917761923041,0.0255626194518464,2.61304742202904,1.94614090203415,0.702423344492562,1.39051270579196,2.1178421956195,0.0480697944019368,NA,NA,NA,NA,NA
BGM-0579,7.44334781620176,14.9708084464239,5.94153703076888,20.6508462699839,23.8204684765607,37.2104879195575,7.07074308457491,43.3915412772713,208.766617296591,15.8156208842939,3.21906656051636,2.45067933490532,2.35574699725063,1.60565230513199,1.15636386156876,3.97648095786134,0.011924837968241,296.856662094681,723.103080461932,0.34409795067547,13.0948712769224,5.63187712757811,0.01473529994512,0.0346846720919381,2.89692731693692,1.66301552555261,0.599298543369399,1.42985287472713,2.1178421956195,0.090970539749346,14.4097597373776,NA,NA,NA,NA
BGM-0583,4.82163342596987,10.1304415830991,5.88989062544116,14.6371808131108,20.8318689668865,36.2728096686052,4.67675893700011,42.1535481922082,214.352145120032,16.9898254172812,3.31547990704987,2.3230135123262,2.76514779150153,1.97153470505729,1.23911774586072,3.36517052345127,0.148615776677888,77.5657168648522,156.6943356666,0.408695052205649,NA,NA,0.01473529994512,0.0346846720919381,3.01774005755523,1.55178361422287,0.587567202562749,1.51100751524659,1.50017721628448,0.730037615993286,NA,22.0680061199935,1,Mcoe,>40
BGM-0585,7.98978065949848,13.6329034887228,5.2569096327657,18.1044027475781,18.6897972799319,35.8336329354114,5.59556626236703,50.0761797190852,179.463593933847,15.5957829398502,3.34581483430381,2.29995631318469,2.33322688158829,2.17137304180798,1.2706430351148,3.18185797361289,0.0238940889694167,NA,NA,0.43018838811837,NA,NA,0.0156917761923041,0.0255626194518464,3.1763055791147,1.72030641539499,0.367289856137438,1.55275912084526,NA,0.0480697944019368,NA,NA,NA,NA,NA
