id;Anth;BlLS;BrLS;WhLS;Vigor45D;FrogSkin;Pod;FerSev;MosCm;MosNv;RF;AcSev
BGM-0812;BGM-0812;2.72465755534904;3.83928754550518;3.81847990832709;1.26065008280861;2.62184264184902;0.555483086547842;0.0183369917862334;0.0468311154033523;0.127029285219404;0.0355055581133736;2.53727395805899;2.72333211507511
BGM-0813;BGM-0813;4.19956277802346;3.0350363553019;3.01355971550632;1.74256433459063;2.38636924597421;0.446125484378712;0.0183369917862334;0.0468311154033523;0.561226786646909;0.0355055581133736;2.35287255023847;3.1010718065276
BGM-0856;BGM-0856;1.7689777667889;3.67523863216308;3.64186810664798;0.664313828459665;2.44665939814752;0.363489686176553;0.0251034754781167;0.0468311154033523;0.0151905348517134;0.0355055581133736;2.25750171938893;3.55628442191552
BGM-0917;BGM-0917;3.24388298946331;2.06673625175652;1.76372099006619;0.905270954350676;2.63527987278825;0.75524876726528;0.0222469300852789;0.0428702314199819;0.0188289657205882;0.0434377112611823;2.29788725870035;2.57711940114135
BGM-0918;BGM-0918;2.65392090039355;3.40715490209532;3.64186810664798;2.11005658380573;2.52838012691362;0.590833938482797;0.0238055136380273;0.0384664879903218;0.0122130152590422;0.0331723995775151;2.08764361955284;3.31199456200452
BGM-0929;BGM-0929;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.07314592492549;1.51397690436214;0.0249243767008716;0.038863195497844;0.0065462445106194;0.0222714439164716;1.51292598441107;3.25404148692505
BGM-0958;BGM-0958;4.71878821213772;5.01565728250188;4.98340176134926;3.07388508736978;1.9486092692862;0.372971228957425;0.0222469300852789;0.0428702314199819;0.0188289657205882;0.0434377112611823;1.60323566620889;3.14829899659295
BGM-1042;BGM-1042;2.99917753652494;2.82269972724001;2.86175561960375;1.68735764445808;2.4753966220108;0.37460035714123;0.0192889219107051;0.0500647365968789;0.0151575920046037;0.39286065685563;1.82204160553292;2.9253968121317
BGM-1087;BGM-1087;2.99917753652494;4.43120210764657;4.47159600524529;1.92831477034909;2.64440304885081;1.01631758308218;0.0194910146854446;0.0497961133268418;0.00434362768252595;0.0427063238500212;2.40525915162155;2.9253968121317
BGM-1124;BGM-1124;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.66311065811247;1.1421335152213;0.0263223155812981;0.053108424502874;0.0267247005718171;0.0564249470046291;2.75596448708972;2.79253310061848
BGM-1134;BGM-1134;2.1142344029203;4.69928583771433;4.73990273618555;0.964486266785049;1.90822243064634;0.442238465025229;0.0154396279406634;0.0500647365968789;0.0151575920046037;0.0231347958245961;2.19638658909459;3.33338223745427
BGM-1164;BGM-1164;2.1142344029203;2.28653226710449;2.32514215772324;0.964486266785049;2.49060051830832;0.354808559525305;0.0219041300812419;0.0500647365968789;0.0151575920046037;0.299049617489547;2.20716248823885;2.59900847187364
BGM-1198;BGM-1198;1.68438279183562;2.99790706512775;2.98720455415069;0.85914863572377;2.09396266031268;0.576868375175165;0.0157642902510951;0.053108424502874;0.0267247005718171;0.0564249470046291;1.8023384241717;3.29161395025229
BGM-1200;BGM-1200;5.22415532625421;5.41066063573758;5.40196513261299;4.71446264997995;2.35067308704966;0.36294472852728;0.0157226253679574;0.0497961133268418;0.00434362768252595;0.0427063238500212;1.9931096062252;2.8020314398652
BGM-1214;BGM-1214;2.56932592544027;2.72982333505999;2.71889782321043;0.618191509832759;2.06058624660952;0.357153416279528;0.0219041300812419;0.0467980559373986;0.0185474228219426;0.00428774337276751;1.59964506152746;2.55724018467166
BGM-1225;BGM-1225;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.15433326567518;0.357821017315478;0.0250872372271792;0.0417511315998243;0.00679718433106095;0.696485914652232;1.99262766349327;3.04682269505874
BGM-1252;BGM-1252;3.45426905904492;2.99790706512775;2.98720455415069;1.34106288750579;2.09396266031268;0.371100516557565;0.0219041300812419;0.0467980559373986;0.0185474228219426;0.280202565037718;1.57548076668926;3.78119646063937
BGM-1283;BGM-1283;3.45426905904492;2.99790706512775;2.98720455415069;0.618191509832759;2.27198942305617;0.35289311654307;0.01616983060018;0.0478840402544355;0.628903785562407;0.0233740061989987;1.9931096062252;2.55724018467166
BGM-1285;BGM-1285;2.56932592544027;3.80215825533103;3.79212474697146;1.82297713928781;2.20202094461773;0.343559579954161;0.0219041300812419;0.0467980559373986;0.0185474228219426;0.186391525671635;1.97585861777315;3.51556904662889
BGM-1286;BGM-1286;1.68438279183562;3.26599079519551;3.79212474697146;2.30489139106984;1.7461515991149;0.351871695019265;0.0250872372271792;0.0467980559373986;0.0185474228219426;0.00428774337276751;1.68897192302734;3.61800229051034
BGM-1300;BGM-1300;3.45426905904492;2.99790706512775;2.98720455415069;1.34106288750579;2.5766591508983;0.33945502036871;0.0219041300812419;0.0437674307718693;-0.0118024470351139;0.296677130051159;2.47865982135242;2.35650754503955
BGM-1305;BGM-1305;3.45426905904492;2.99790706512775;2.98720455415069;1.5820200133968;2.07678912225138;0.763882630295961;0.0219452946892042;0.053108424502874;0.0267247005718171;0.0564249470046291;2.16532181408048;2.64627292043688
BGM-1389;BGM-1389;3.90788879450659;3.3603793436888;3.26724178109194;1.1267382728881;2.26566902416235;0.368502934213272;0.0250872372271792;0.124299499382021;0.0185474228219426;0.00428774337276751;2.68855249918042;2.6025120042771
BGM-1395;BGM-1395;5.67777506171589;3.32835707938669;3.33996283478428;1.48500001365078;2.07891228755134;0.250546387991728;0.0250872372271792;0.321575900877422;0.0185474228219426;0.00428774337276751;1.59162323683054;3.58167702505127
BGM-1407;BGM-1407;2.72796461636707;1.48379323321448;1.38909466451015;1.1267382728881;2.21402254112772;0.353359528780124;0.0169178632442279;0.0478840402544355;-0.0289712166004791;0.117185045565082;1.91523199885695;2.84730325947064
BGM-1420;BGM-1420;3.02294566090195;2.28804442341776;2.19401485733092;0.885781146997094;2.23806104407901;0.357983347533269;0.163634458737161;0.0478840402544355;-0.0289712166004791;0.5752036495289;1.86582810030444;3.0346416593609
BGM-1447;BGM-1447;4.79283192811124;3.89654680382432;4.07216197391271;2.09056677645215;2.83508230120603;0.358887748716558;0.0114723162163481;0.0431689811858622;0.0206116671905865;0.204020988850874;2.45564021074106;3.01049742959967
BGM-1457;BGM-1457;3.90788879450659;2.55612815348552;2.73062831921143;1.60865252467013;2.1478621119818;0.505120185976725;0.11314816057455;0.0431689811858622;0.0206116671905865;0.204020988850874;2.19578277547566;3.41848285492224
BGM-1466;BGM-1466;3.02294566090195;2.55612815348552;2.73062831921143;1.60865252467013;2.17304401762028;0.349687704769341;0.0208044080586595;-0.00713441306914896;0.646343823575237;0.20335774680236;1.87030295845035;3.09209451466419
BGM-1477;BGM-1477;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.18192520868018;1.00131594655492;0.126598505490083;-0.00713441306914896;0.646343823575237;0.0212539645034927;1.97805580027595;3.0346416593609
BGM-1480;BGM-1480;2.43298357183218;2.28804442341776;2.19401485733092;1.1267382728881;1.9197862088796;0.373738917056529;0.0195786355338165;0.0431689811858622;0.0206116671905865;0.021917206552007;1.89283802041752;3.7448711951803
BGM-1503;BGM-1503;3.14624497765755;2.331281347268;2.25483891499284;1.44445586438483;2.43099358826771;0.362308700773272;0.0195786355338165;0.472949713015129;0.0206116671905865;0.021917206552007;1.91313991120273;3.05964867254328
BGM-1535;BGM-1535;2.83169346798938;3.56019904582336;3.77260886877139;1.15809226084448;1.90824859016053;0.359344992805773;0.0208502640592975;0.160595410647411;0.0206116671905865;0.297832028216957;1.86541953338643;3.24402257783934
BGM-1537;BGM-1537;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.04704046396962;1.00907733611973;0.0227536338113477;-0.00713441306914896;0.317406322493794;0.297168786168443;1.76299754691293;3.0346416593609
BGM-1581;BGM-1581;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.10786984504972;0.358112543469069;0.0236104057491021;0.422646318760118;-0.0115311785876493;0.0212539645034927;1.84296999945025;2.65166324722071
BGM-1606;BGM-1606;5.80107437847149;3.32835707938669;3.33996283478428;1.48500001365078;1.92111310843871;0.886482439342492;0.0227200393814933;0.422646318760118;-0.0115311785876493;0.0212539645034927;1.60618944112622;2.73326033228523
BGM-1609;BGM-1609;4.0311881112622;3.13553253747128;3.05975910781361;1.20349873849382;2.36831357581001;0.623291680877818;0.0227200393814933;0.619922720255519;-0.0115311785876493;0.0212539645034927;2.00264482720947;3.05964867254328
BGM-1623;BGM-1623;3.14624497765755;3.93978372767456;4.13298603157463;1.92637011616685;2.17539105342038;0.363940155399954;0.13407742899363;-0.00713441306914896;0.100307571780041;0.0212539645034927;1.8968041643599;2.97805158747877
BGM-1638;BGM-1638;2.26130184405291;3.13553253747128;2.5231456459331;1.68541299027584;2.84709407276251;0.373332839399274;0.0212758820206691;0.0431689811858622;0.0206116671905865;0.021917206552007;2.69867456569485;2.65166324722071
BGM-1656;BGM-1656;4.62115020033196;3.93978372767456;3.86467930063438;2.16732724205786;2.04847318998481;0.457035673623018;0.0212758820206691;0.0431689811858622;0.0206116671905865;0.021917206552007;2.09576273098937;2.65166324722071
BGM-1698;BGM-1698;2.68847017456108;4.72094174513805;4.72617187880509;3.15521511484133;2.42234899974649;0.465639262186675;0.0213913128895641;0.0474565641716067;-0.0118910894230331;0.0308714863183872;2.13930842850021;2.66154896020998
BGM-1726;BGM-1726;4.45835644177038;2.57627190459597;2.57971803128305;2.4323437371683;2.50194470023499;0.363611333434142;0.217607171495549;0.0504262451060033;0.0146518758060507;0.0426526216934729;2.65828372035108;2.66154896020998
BGM-1733;BGM-1733;3.38154288475234;2.71358933223725;2.70767144269886;0.978809493817239;2.09440686393197;0.694700121403563;0.0200676811356435;0.0474565641716067;0.205207661290719;0.0308714863183872;1.68460502261535;3.02131526594149
BGM-1742;BGM-1742;3.57341330816573;4.18477428500253;4.45786514786484;1.70947235949527;1.92705496720258;0.849653864117406;0.0206046609201709;0.053108424502874;0.0267247005718171;0.0564249470046291;1.62582777111654;2.8523934035908
BGM-1761;BGM-1761;2.68847017456108;3.11243936473149;2.8480247622233;1.22755810771324;2.78633867717055;0.360204658920667;0.149757112732181;0.0504262451060033;0.0146518758060507;0.0426526216934729;2.41711898646889;3.31432564072609
BGM-1766;BGM-1766;2.68847017456108;2.57627190459597;2.57971803128305;0.986600981822233;2.23100948621282;0.425078500197456;0.0140112130985527;0.0504262451060033;0.672526877968937;0.0426526216934729;2.08389557312276;3.66373645470334
BGM-1770;BGM-1770;3.57341330816573;3.64860682486701;3.92125168598433;0.986600981822233;1.97772148304231;0.590607858558766;0.0263223155812981;0.053108424502874;0.0267247005718171;0.0564249470046291;2.31071312827867;3.39592272579061
BGM-1835;BGM-1835;4.31476498865925;4.9716989427607;4.95480620809838;1.24702744932412;2.34024876050657;0.366436628942244;0.0158436458689954;0.0453941802050029;0.0187580473633348;0.0378029835730463;2.44767411053812;2.97547310271635
BGM-2094;BGM-2094;5.82037884153741;3.32835707938669;3.33996283478428;1.48500001365078;1.84153519487679;0.357961543680641;-0.00794816469702815;0.053108424502874;0.0267247005718171;0.0564249470046291;1.95700930791692;3.0346416593609
BGM-2095;BGM-2095;2.8898589653476;3.23021839356139;3.24459192809704;1.14299143274488;2.8269599153346;0.446217433865992;0.00387596555305887;0.0138353245708509;0.0012122887761554;0.0100160956885831;3.43072265617206;2.39733268336439
BGM-2123;BGM-2123;3.13484081051972;3.09511283228638;3.07665909151659;1.72894170110614;2.50784172916542;0.376671286160717;0.0545890408116134;0.0450723133440148;0.015579845447412;0.196403172505197;3.20555567870565;3.11538305426122
BGM-2245;BGM-2245;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;1.97783057099654;0.263998253883912;0.163634458737161;0.0853191934743178;0.00186464729094696;-0.00183155288934;1.61590247461471;3.23580030198625
BGM-2257;BGM-2257;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.16458730760755;0.375573033773313;0.0159635553416388;0.0453942074573914;0.547900899086143;0.0919794864767432;1.85299464429079;3.5621886422443
BGM-2352;BGM-2352;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;2.18382270985941;0.96714631204734;0.0238925164131961;0.196214610976319;0.664421246673506;0.574101087246373;1.88540040605182;2.98098556548261
BR-11-34-41;BR-11-34-41;3.12174960938063;3.4586207377565;3.56595090858415;1.36049307846935;3.13848656883843;0.287769712019773;0.0263223155812981;0.247947452663857;-0.00947430506366884;0.00578538177971194;2.47342096210626;2.55323674908
BRS-399;BRS-399;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;1.89846866057778;0.364146278007165;0.0252449400341069;0.0501774824250575;-0.000513436317364894;-0.00679971477139904;1.74773903951626;4.12760262484008
BGM-0326;BGM-0326;3.17084798976608;3.32835707938669;3.33996283478428;1.48500001365078;1.90389896891213;0.400965477357655;0.170825816127481;0.0514176299716413;0.0176814023415969;0.307591724690513;2.46567243127545;3.11980589191145
BGM-2098;BGM-2098;2.5755873516537;4.04388269744551;4.0324336983976;1.59342959912618;1.75209979037348;0.365255059414492;-0.00794816469702815;0.0453942074573914;0.00186464729094696;0.456187051074478;1.19423867515662;3.63376224599873
