id;Anth;BlLS;BrLS;WhLS;Vigor45D;FrogSkin;MosNv;RF;AcSev
122;BGM-0185;4.63456805305853;2.75605581751835;3.01945741515784;1.70578271652583;2.72478509357242;0.398800471938501;-0.0114916372785904;2.22395858049078;2.87270323063082
129;BGM-0199;2.27471969677947;2.48797208745059;2.48284395327733;1.46482559063482;1.69999751136462;0.399067090349842;0.540338006051311;1.32213761516534;3.73186230235666
145;BGM-0222;1.97973865224459;2.21988835738284;2.21453722233708;1.22386846474381;2.07776700229621;0.850875125894176;-0.00131919770465277;1.87023489161188;2.80461310108519
148;BGM-0236;2.86468178584924;4.63264192799267;4.62929780079938;2.42865409419887;2.43570360968616;0.395802850596378;-0.0114916372785904;2.1163517052637;3.28068865595339
163;BGM-0264;3.74962491945388;2.21988835738284;2.21453722233708;1.22386846474381;2.43403013542332;0.598881048687461;0.446526966685227;3.16791214947481;3.11749448582436
166;BGM-0269;3.15966283038412;3.29222327765387;3.82437760797861;1.22386846474381;2.13277130984311;0.389659596433;0.170612145020277;1.45505473234284;2.79110614556631
178;BGM-0287;4.33958700852365;3.02413954758611;3.01945741515784;0.500997087070777;2.47056907344765;0.388070879199312;-0.0114916372785904;2.63226983417768;3.03589740075985
208;BGM-0360;3.94570963323038;3.94446561447322;3.93959394902571;2.35287735438867;2.67037381324767;0.47465084501035;0.0316769030255626;2.49846092817902;3.44619423216951
209;BGM-0364;2.17582336602109;3.4082981543377;3.13467375620494;1.63000597671564;2.58111752428295;0.369236031183556;0.0316769030255626;1.42214690288129;2.86584945743379
217;BGM-0386;3.94570963323038;3.94446561447322;4.20790067996597;2.11192022849766;2.82628970839433;0.372878656977877;0.0316769030255626;2.0272639102463;2.71182046658888
242;BGM-0428;4.24069067776527;2.33596323406666;2.06144683244392;0.907134599042605;2.45389900307729;0.387149817443011;0.0555626760673795;2.82654794197124;2.71182046658888
246;BGM-0436;3.6507285886955;3.14021442426994;3.13467375620494;1.14809172493362;1.48575917544111;0.364410097755637;0.0316769030255626;1.19238866429271;2.90573550833304
248;BGM-0438;2.47080441055597;3.14021442426994;3.4029804871452;2.35287735438867;2.26714226646628;0.642077124740352;0.48969550698938;1.6975715120711;3.44619423216951
252;BGM-0442;4.83065276683503;4.48063307460874;4.47620741090622;3.31670585795272;2.76548237910265;0.371592667608221;0.0316769030255626;2.61960940384614;2.87501463671791
260;BGM-0456;1.58586127695133;3.94446561447322;4.20790067996597;0.666177473151594;2.26714226646628;0.83860492776207;0.0555626760673795;2.00449102651507;2.71182046658888
272;BGM-0476;3.1687101032155;3.3288248891256;3.34064702114419;1.48584442338413;2.2670574188;0.375544608841676;0.577454782819066;1.63220212087409;3.42533516389531
274;BGM-0480;1.78874666600897;2.13201869675024;2.33628348239868;1.20831313505222;2.26265547975344;0.376563866038719;0.0555626760673795;2.74836477163538;3.67012641908885
285;BGM-0508;4.44357606682291;3.47243734708904;3.4095104061597;1.93118451272525;1.69643635346585;0.367334005008682;0.0256251394891648;1.77778308759918;3.42533516389531
287;BGM-0510;4.44357606682291;3.20435361702128;3.4095104061597;0.726398883270193;1.80333609934049;0.363543064644889;0.0256251394891648;1.66355797878907;2.77255848337919
289;BGM-0514;2.08372771054385;2.400102426818;2.33628348239868;1.93118451272525;1.80333609934049;0.356388087283478;0.0347324557992535;2.42170839265937;2.60936431325016
296;BGM-0536;2.67368979961362;4.00860480722456;4.48273732992073;2.65405589039828;2.34319372608885;0.352005529273403;0.0256251394891648;2.00314510194247;2.72031364222428
333;BGM-0603;2.67368979961362;4.27668853729232;3.94612386804022;1.69022738683424;2.01099101931364;0.358234806464254;0.0256251394891648;2.42386172512326;2.85415556844371
341;BGM-0615;2.9686708441485;4.27668853729232;4.48273732992073;1.69022738683424;2.45704439999394;0.367301965505322;0.483643743452983;1.67061359853369;3.18054390870176
349;BGM-0631;4.19956277802346;4.64353873570846;4.62340010114786;1.74256433459063;2.08076985257554;0.368314241070187;0.237288584213764;1.54780510641399;3.42746014678566
350;BGM-0635;4.19956277802346;4.3754550056407;4.3550933702076;2.46543571226366;2.098259725443;0.36685428330572;0.0331723995775151;1.80205760558402;2.529892211076
368;BGM-0660;1.8397144217444;2.49886889516638;2.47694625362581;1.74256433459063;1.97406151133722;0.363080985608542;0.129316597479457;1.88700236797619;2.77468346626954
371;BGM-0664;4.19956277802346;4.3754550056407;4.3550933702076;1.50160720869962;2.08076985257554;0.37441314497212;0.0355055581133736;1.85456914962002;3.75384848704372
378;BGM-0678;4.19956277802346;2.23078516509862;2.20863952268555;1.50160720869962;2.43187860621095;0.36930504157133;0.0355055581133736;2.37135570256521;3.34586306172115
390;BGM-0703;3.31461964441881;3.57120381543742;3.55017317738683;1.26065008280861;1.76026201958794;0.285273931006427;0.0555626760673795;1.42706825755118;3.75384848704372
394;BGM-0711;2.42967651081416;3.83928754550518;3.81847990832709;1.0196929569176;2.33764997391925;0.369285599289252;0.0355055581133736;1.69018673277118;2.89719134031351
420;BGM-0813;4.19956277802346;3.0350363553019;3.01355971550632;1.74256433459063;2.38636924597421;0.446125484378712;0.0355055581133736;2.35287255023847;3.1010718065276
439;BGM-0856;1.7689777667889;3.67523863216308;3.64186810664798;0.664313828459665;2.44665939814752;0.363489686176553;0.0355055581133736;2.25750171938893;3.55628442191552
440;BGM-0857;2.65392090039355;4.74757355243412;4.715095030409;1.14622808024169;2.42148038103898;0.349844370757565;0.0355055581133736;2.15159995620939;2.74031357127038
441;BGM-0858;1.7689777667889;3.94332236223084;3.91017483758824;0.664313828459665;1.99388139754043;0.349844370757565;0.0355055581133736;2.15159995620939;3.06670191152844
476;BGM-0917;3.24388298946331;2.06673625175652;1.76372099006619;0.905270954350676;2.63527987278825;0.75524876726528;0.0434377112611823;2.29788725870035;2.57711940114135
477;BGM-0918;2.65392090039355;3.40715490209532;3.64186810664798;2.11005658380573;2.52838012691362;0.590833938482797;0.0331723995775151;2.08764361955284;3.31199456200452
490;BGM-0943;2.65392090039355;1.79865252168876;2.03202772100645;0.664313828459665;1.92768439027264;0.358460469300425;0.0434377112611823;1.60323566620889;3.22989608165747
501;BGM-0957;4.71878821213772;4.62118888961898;4.715095030409;2.35101370969674;2.06830439352432;0.545795798061089;0.0434377112611823;2.1412700423443;2.82191065633489
502;BGM-0958;4.71878821213772;5.01565728250188;4.98340176134926;3.07388508736978;1.9486092692862;0.372971228957425;0.0434377112611823;1.60323566620889;3.14829899659295
566;BGM-1087;2.99917753652494;4.43120210764657;4.47159600524529;1.92831477034909;2.64440304885081;1.01631758308218;0.0427063238500212;2.40525915162155;2.9253968121317
580;BGM-1120;3.88412067012959;4.43120210764657;4.47159600524529;2.41022902213112;1.94866332880533;0.366364092574261;0.39286065685563;2.05851684153002;3.08859098226073
590;BGM-1134;2.1142344029203;4.69928583771433;4.73990273618555;0.964486266785049;1.90822243064634;0.442238465025229;0.0231347958245961;2.19638658909459;3.33338223745427
603;BGM-1153;2.70419649199006;2.28653226710449;2.32514215772324;0.964486266785049;1.95264414564704;0.560723282150875;0.0231347958245961;2.05559291876431;3.72096839151071
611;BGM-1164;2.1142344029203;2.28653226710449;2.32514215772324;0.964486266785049;2.49060051830832;0.354808559525305;0.299049617489547;2.20716248823885;2.59900847187364
627;BGM-1198;1.68438279183562;2.99790706512775;2.98720455415069;0.85914863572377;2.09396266031268;0.576868375175165;0.0555626760673795;1.8023384241717;3.29161395025229
628;BGM-1200;5.22415532625421;5.41066063573758;5.40196513261299;4.71446264997995;2.35067308704966;0.36294472852728;0.0427063238500212;1.9931096062252;2.8020314398652
635;BGM-1214;2.56932592544027;2.72982333505999;2.71889782321043;0.618191509832759;2.06058624660952;0.357153416279528;0.00428774337276751;1.59964506152746;2.55724018467166
648;BGM-1251;3.45426905904492;2.19365587492447;2.18228436132992;0.85914863572377;2.29207808676282;0.532918691304208;0.00428774337276751;2.05595781991433;2.55724018467166
649;BGM-1252;3.45426905904492;2.99790706512775;2.98720455415069;1.34106288750579;2.09396266031268;0.371100516557565;0.280202565037718;1.57548076668926;3.78119646063937
673;BGM-1286;1.68438279183562;3.26599079519551;3.79212474697146;2.30489139106984;1.7461515991149;0.351871695019265;0.00428774337276751;1.68897192302734;3.61800229051034
681;BGM-1300;3.45426905904492;2.99790706512775;2.98720455415069;1.34106288750579;2.5766591508983;0.33945502036871;0.296677130051159;2.47865982135242;2.35650754503955
686;BGM-1315;3.1687101032155;3.3288248891256;3.34064702114419;1.48584442338413;2.60191699712218;0.895964172585324;0.00428774337276751;2.47762100122336;2.55724018467166
728;BGM-1389;3.90788879450659;3.3603793436888;3.26724178109194;1.12673827288811;2.26566902416235;0.368502934213272;0.00428774337276751;2.68855249918042;2.6025120042771
731;BGM-1395;5.67777506171589;3.3288248891256;3.34064702114419;1.48584442338413;2.07891228755134;0.250546387991728;0.00428774337276751;1.59162323683054;3.58167702505127
738;BGM-1407;2.72796461636707;1.48379323321448;1.38909466451015;1.12673827288811;2.21402254112772;0.353359528780124;0.117185045565082;1.91523199885695;2.84730325947064
763;BGM-1447;4.79283192811124;3.89654680382432;4.07216197391271;2.09056677645215;2.83508230120603;0.358887748716558;0.204020988850874;2.45564021074106;3.01049742959967
770;BGM-1457;3.90788879450659;2.55612815348552;2.73062831921143;1.60865252467013;2.1478621119818;0.505120185976725;0.204020988850874;2.19578277547566;3.41848285492224
792;BGM-1497;3.44122602219244;3.93978372767456;4.40129276251489;1.44445586438483;2.25387111584798;0.607273229278498;0.391643067583041;1.84290680665334;2.97805158747877
793;BGM-1498;2.85126393312267;2.59936507733576;2.5231456459331;1.44445586438483;1.85161073422041;0.355869385444863;0.021917206552007;1.55219915442679;3.82355332863401
806;BGM-1521;2.26130184405291;2.331281347268;2.25483891499284;0.962541612602807;2.15263690933212;0.50055429532156;0.573746849881908;2.2239727983024;2.78039797720361
833;BGM-1594;4.0311881112622;3.6716999976068;3.86467930063438;0.962541612602807;2.29462658166073;0.387428101804225;0.021917206552007;1.88042175671369;2.65166324722071
839;BGM-1606;5.80107437847149;3.3288248891256;3.34064702114419;1.48584442338413;1.92111310843871;0.886482439342492;0.0212539645034927;1.60618944112622;2.73326033228523
856;BGM-1631;4.0311881112622;4.20786745774232;4.40129276251489;2.16732724205786;2.20584051797178;0.982764015336541;0.0308714863183872;1.86552866941574;3.38603701280134
862;BGM-1638;2.26130184405291;3.13553253747128;2.5231456459331;1.68541299027584;2.84709407276251;0.373332839399274;0.021917206552007;2.69867456569485;2.65166324722071
865;BGM-1645;3.14624497765755;2.86744880740352;2.79145237687336;1.68541299027584;2.22516304398871;0.371999954809341;0.573746849881908;2.34995135519817;2.65166324722071
866;BGM-1646;5.80107437847149;3.3288248891256;3.34064702114419;1.48584442338413;2.48461484131926;0.371053032203617;0.021917206552007;2.79781236270494;3.22284284267231
875;BGM-1661;3.14624497765755;4.74403491787784;4.66959949345515;1.20349873849382;2.08549776966046;0.363362100368989;0.0426526216934729;1.61541840270308;2.65166324722071
878;BGM-1667;2.26130184405291;2.86744880740352;2.79145237687336;0.962541612602807;2.1769100385686;0.356976322838952;0.0426526216934729;2.21634509793046;2.73326033228523
934;BGM-1743;3.57341330816573;3.11243936473149;3.11633149316356;1.46851523360426;1.82285817113864;0.591200637596139;0.0426526216934729;1.89302485668132;2.56262802819346
936;BGM-1745;4.16337539723549;2.57627190459597;2.8480247622233;1.22755810771324;1.91820920725501;0.370732206990506;0.0426526216934729;1.79814697466058;2.66154896020998
955;BGM-1770;3.57341330816573;3.64860682486701;3.92125168598433;0.986600981822233;1.97772148304231;0.590607858558766;0.0555626760673795;2.31071312827867;3.39592272579061
977;BGM-1835;4.31476498865925;4.9716989427607;4.95480620809838;1.24702744932412;2.34024876050657;0.366436628942244;0.0378029835730463;2.44767411053812;2.97547310271635
984;BGM-1880;3.4298218550546;3.09511283228638;3.07665909151659;1.00607032343311;2.24221086215294;0.731439102418845;0.0378029835730463;2.10380510855697;3.11538305426122
1055;BGM-2123;3.13484081051972;3.09511283228638;3.07665909151659;1.72894170110614;2.50784172916542;0.376671286160717;0.196403172505197;3.20555567870565;3.11538305426122
1139;BGM-2275;3.1687101032155;3.3288248891256;3.34064702114419;1.48584442338413;2.35134404421856;1.78662322531621;-0.00183155288934;2.04192033048295;2.90941196172819
1160;BGM-2339;3.1687101032155;3.3288248891256;3.34064702114419;1.48584442338413;3.34515622021521;0.357111812147417;0.00578538177971194;3.18944435371256;2.40734956368138
1170;BR-11-34-41;3.12174960938063;3.4586207377565;3.56595090858415;1.36049307846935;3.13848656883843;0.287769712019773;0.00578538177971194;2.47342096210626;2.55323674908
1190;BRS-Jari;3.44710372447947;3.1934541804245;3.28907369881981;1.48379010768557;1.64041780500272;0.359145163709911;-0.00183155288934;1.18723625818409;3.47718892327125
1212;BGM-2098;2.5755873516537;4.04388269744551;4.0324336983976;1.59342959912618;1.75209979037348;0.365255059414492;0.456187051074478;1.19423867515662;3.63376224599873
