Trial	plot_name	Clone	data	Use	Plot	TCC
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1722.1259	BGM-1722			1259	7.600578443
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1722(D).1260	BGM-1722(D)			1260	9.913810374
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1725.1263	BGM-1725			1263	11.33880751
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1729.1268	BGM-1729			1268	6.877286205
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1732.1269	BGM-1732			1269	7.540674287
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1734.1271	BGM-1734			1271	6.786866456
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1735.1272	BGM-1735			1272	7.365550738
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1737.1273	BGM-1737			1273	6.59850228
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1739.1274	BGM-1739			1274	8.841265611
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1741.1276	BGM-1741			1276	8.031143239
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1742.1277	BGM-1742			1277	8.213213566
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1744.1279	BGM-1744			1279	7.489500998
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1745.1282	BGM-1745			1282	10.69094476
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1746.1283	BGM-1746			1283	7.719446916
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1747.1285	BGM-1747			1285	7.232974937
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1749.1288	BGM-1749			1288	7.528773271
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1752.1290	BGM-1752			1290	8.194593721
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1756.1297	BGM-1756			1297	7.880266387
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1761.1302	BGM-1761			1302	6.841130457
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1762.1303	BGM-1762			1303	7.238429209
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1763.1304	BGM-1763			1304	6.822633987
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1764.1305	BGM-1764			1305	7.09425362
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1766.1307	BGM-1766			1307	7.849978248
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1768.1309	BGM-1768			1309	8.207613006
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1769.1311	BGM-1769			1311	6.555884871
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1771.1312	BGM-1771			1312	6.299721126
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1772.1314	BGM-1772			1314	6.554962897
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1773.1315	BGM-1773			1315	8.096241614
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1779.1317	BGM-1779			1317	7.826030086
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1318	Eucalipto			1318	7.807713446
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1780.1319	BGM-1780			1319	10.99729522
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1783.1321	BGM-1783			1321	6.861822652
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1784.1323	BGM-1784			1323	8.00673094
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1794.1324	BGM-1794			1324	7.741137645
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1814.1326	BGM-1814			1326	7.152564082
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1817.1327	BGM-1817			1327	6.848781984
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1818.1328	BGM-1818			1328	7.665161428
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1821.1330	BGM-1821			1330	6.765098266
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1822.1331	BGM-1822			1331	7.652968125
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1828.1332	BGM-1828			1332	8.131668071
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1832.1333	BGM-1832			1333	9.810399497
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1834.1335	BGM-1834			1335	7.780123531
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1835.1337	BGM-1835			1337	6.773353136
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1850.1342	BGM-1850			1342	6.851352445
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1866.1345	BGM-1866			1345	6.937889464
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1878.1350	BGM-1878			1350	8.241284415
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1880.1351	BGM-1880			1351	6.279611216
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1884.1354	BGM-1884			1354	7.001825401
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1956.1356	BGM-1956			1356	7.402965677
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1957.1357	BGM-1957			1357	7.14475347
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1962.1358	BGM-1962			1358	10.7817869
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1969.1359	BGM-1969			1359	7.399560689
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1985.1361	BGM-1985			1361	11.27639341
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1999.1363	BGM-1999			1363	6.870300163
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2018.1365	BGM-2018			1365	6.952040839
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1366	BRS-396			1366	8.432458713
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2024.1370	BGM-2024			1370	6.637146713
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2034.1378	BGM-2034			1378	6.193384105
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2041.1383	BGM-2041			1383	10.76543781
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2057.1391	BGM-2057			1391	6.986937574
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2059.1393	BGM-2059			1393	6.127798541
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2063.1398	BGM-2063			1398	7.96084632
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2066.1400	BGM-2066			1400	8.675138409
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2072.1402	BGM-2072			1402	11.74464502
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2074.1404	BGM-2074			1404	8.77591222
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1405	Eucalipto			1405	6.812650647
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2078.1409	BGM-2078			1409	8.079093703
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2105.1432	BGM-2105			1432	6.746462965
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2127.1441	BGM-2127			1441	6.857125051
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2143.1453	BGM-2143			1453	8.12227989
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2147.1455	BGM-2147			1455	6.069620289
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2156.1462	BGM-2156			1462	7.442862599
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2157.1464	BGM-2157			1464	7.015088932
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2160.1467	BGM-2160			1467	6.605376098
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1469	Eucalipto			1469	7.229430381
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1471	BRS-396			1471	8.52374898
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2167.1474	BGM-2167			1474	8.064855744
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2182.1484	BGM-2182			1484	6.585574013
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Equador72.1492	Equador72			1492	6.941117197
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2187.1494	BGM-2187			1494	7.430881727
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2191.1498	BGM-2191			1498	6.65086047
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2209.1510	BGM-2209			1510	7.272476738
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2210.1511	BGM-2210			1511	7.542203797
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2210.1512	BGM-2210			1512	7.058611573
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2211.1513	BGM-2211			1513	7.091241431
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2212.1514	BGM-2212			1514	7.717443283
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2218.1517	BGM-2218			1517	7.065389208
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2249.1539	BGM-2249			1539	6.812140341
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2255.1540	BGM-2255			1540	7.364007835
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2257.1542	BGM-2257			1542	6.612000377
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2262.1545	BGM-2262			1545	7.3477512
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2265.1546	BGM-2265			1546	6.933269504
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2271.1552	BGM-2271			1552	7.067575463
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2276.1557	BGM-2276			1557	7.033915915
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2331.1569	BGM-2331			1569	6.57001439
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2338.1574	BGM-2338			1574	6.883543509
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CL-Acre.1585	CL-Acre			1585	6.807224141
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Conquista-2.1587	Conquista-2			1587	7.270804284
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO30.1589	CPAFRO-30			1589	7.286387789
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO43.1591	CPAFRO-43			1591	7.552161604
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Dona-Diva.1593	Dona-Diva			1593	7.153461001
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Folha-Fina.1602	Folha-Fina			1602	6.807601977
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Guaira-Falsa.1606	Guaira-Falsa			1606	6.798967029
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Guela-de-Jacu.1607	Guela-de-Jacu			1607	6.508960056
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Jacona.1611	Jacona			1611	8.531753147
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1613	Eucalipto			1613	7.530435682
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Joao-Florestal-10.1614	Joao-Florestal-10			1614	6.276615761
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Joao-Florestal-6.1622	Joao-Florestal-6			1622	7.601564891
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.JoselitoA2.1628	JoselitoA2			1628	6.856430584
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1632	BRS-396			1632	8.340564452
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Maragojipe.1634	Maragojipe			1634	6.484492058
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Nuomi.1637	Nuomi			1637	6.791000549
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.IAC-576.1642	IAC-576			1642	7.160771726
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Rangel-Fadel.1645	Rangel-Fadel			1645	6.638918503
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Recife.1647	Recife			1647	7.255819336
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Roxinha.1651	Roxinha			1651	7.502065378
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Sao-Francisco-de-Paula.1655	Sao-Francisco-de-Paula			1655	7.022714238
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Equador72.1656	Equador72			1656	8.627599667
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.SC-08.1657	SC-08			1657	6.195818947
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.SC-09.1658	SC-09			1658	8.360481073
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.SE-09.1662	SE-09			1662	8.519273782
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.SE-3.1666	SE-3			1666	9.026555018
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.SI-Rosa.1667	SI-Rosa			1667	8.357550653
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Uberlandia-2.1672	Uberlandia-2			1672	7.263718638
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Uberlandia-3.1673	Uberlandia-3			1673	6.148653124
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.4271.1674	4271			1674	6.722809144
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Aciolina.1679	Aciolina			1679	6.676644802
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Aipim-Brasilia.1681	Aipim-Brasilia			1681	6.496453262
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0058.1690	BGM-0058			1690	8.068743621
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0075.1691	BGM-0075			1691	6.968502699
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0088.1692	BGM-0088			1692	6.757661016
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Equador72.1694	Equador72			1694	6.489773349
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0091.1695	BGM-0091			1695	6.732597635
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0094.1696	BGM-0094			1696	14.92253345
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0120.1701	BGM-0120			1701	7.325555906
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1702	Eucalipto			1702	7.341089104
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0152-B.1709	BGM-0152-B			1709	6.721249842
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0162-B.1714	BGM-0162-B			1714	6.747530334
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0222.1722	BGM-0222			1722	6.827584897
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0239.1723	BGM-0239			1723	7.671921289
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0257.1727	BGM-0257			1727	7.930755146
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0260.1728	BGM-0260			1728	8.359444811
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0267.1729	BGM-0267			1729	7.409028401
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0270.1730	BGM-0270			1730	6.702316699
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0280.1731	BGM-0280			1731	6.600566055
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0290.1732	BGM-0290			1732	7.030939283
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0330.1735	BGM-0330			1735	8.093428142
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1736	BRS-396			1736	8.749614794
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0341.1739	BGM-0341			1739	6.594087047
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0357.1742	BGM-0357			1742	6.838164853
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0375.1744	BGM-0375			1744	6.594140584
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0388.1748	BGM-0388			1748	6.397926669
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0448.1756	BGM-0448			1756	6.520859639
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0468.1761	BGM-0468			1761	7.483958808
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0474.1763	BGM-0474			1763	6.031480082
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0495.1764	BGM-0495			1764	6.712341051
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0507.1765	BGM-0507			1765	6.380508902
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0542.1771	BGM-0542			1771	6.690202299
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0574.1776	BGM-0574			1776	7.008559064
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0579.1779	BGM-0579			1779	11.82473988
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0591.1780	BGM-0591			1780	6.385272799
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0597.1781	BGM-0597			1781	11.81302805
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0610.1782	BGM-0610			1782	6.588498349
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.IAC-576.1786	IAC-576			1786	7.265094838
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-399.1789	BRS-399			1789	7.968688505
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0672.1791	BGM-0672			1791	8.5094713
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0673.1793	BGM-0673			1793	9.614279759
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0675.1794	BGM-0675			1794	9.304561129
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0677.1795	BGM-0677			1795	9.465211715
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0830.1807	BGM-0830			1807	6.537976579
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0870.1813	BGM-0870			1813	7.527073377
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1814	BRS-396			1814	8.881495465
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0872.1815	BGM-0872			1815	7.42149695
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Equador72.1818	Equador72			1818	6.945714254
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0886.1819	BGM-0886			1819	6.689964951
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0888.1820	BGM-0888			1820	5.751746726
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0905.1822	BGM-0905			1822	6.123475974
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1824	Eucalipto			1824	7.322008465
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0941.1825	BGM-0941			1825	8.27215507
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0947.1827	BGM-0947			1827	6.922087935
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0966.1829	BGM-0966			1829	9.779146508
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0967.1830	BGM-0967			1830	8.402676525
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0976.1833	BGM-0976			1833	9.172340054
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-0995.1834	BGM-0995			1834	8.310451051
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1007.1835	BGM-1007			1835	7.176043008
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1034.1838	BGM-1034			1838	6.382189127
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1124.1840	BGM-1124			1840	7.349636123
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1153.1844	BGM-1153			1844	8.417363438
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1162.1845	BGM-1162			1845	7.678338772
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1178.1847	BGM-1178			1847	8.730989219
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1198.1850	BGM-1198			1850	6.832608699
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1224.1851	BGM-1224			1851	7.10127742
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1285.1861	BGM-1285			1861	6.222262289
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1315.1866	BGM-1315			1866	6.750065788
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1328.1867	BGM-1328			1867	6.281682464
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1332.1868	BGM-1332			1868	6.537029022
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1335.1869	BGM-1335			1869	7.294870262
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1371.1872	BGM-1371			1872	6.591539292
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1401.1875	BGM-1401			1875	5.908260286
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1428.1879	BGM-1428			1879	6.564307688
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1432.1882	BGM-1432			1882	6.807307789
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1442.1884	BGM-1442			1884	6.657095778
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1456.1888	BGM-1456			1888	6.677321009
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1487.1890	BGM-1487			1890	6.739725624
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1489.1891	BGM-1489			1891	6.876480179
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-399.1893	BRS-399			1893	8.111918661
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1498.1894	BGM-1498			1894	7.215165862
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1515.1898	BGM-1515			1898	7.127359037
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1520.1900	BGM-1520			1900	6.946908175
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1549.1902	BGM-1549			1902	6.519686227
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1574.1904	BGM-1574			1904	6.76113625
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1605.1906	BGM-1605			1906	8.327387151
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1608.1907	BGM-1608			1907	6.509412549
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1610.1909	BGM-1610			1909	8.011723525
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1639.1911	BGM-1639			1911	6.904227929
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1718.1915	BGM-1718			1915	9.86604826
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1719.1917	BGM-1719			1917	6.507659155
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1730.1918	BGM-1730			1918	6.697475956
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-Dourada.1923	BRS-Dourada			1923	7.67468154
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-1810.1925	BGM-1810			1925	6.741557711
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2047.1932	BGM-2047			1932	6.879345833
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2072.1939	BGM-2072			1939	7.954096428
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2105.1942	BGM-2105			1942	6.738335996
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2157.1946	BGM-2157			1946	6.820918513
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BGM-2187.1948	BGM-2187			1948	7.462400088
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1965	Eucalipto			1965	7.619288717
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Conquista-1.1966	Conquista-1			1966	7.527500478
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO-03.1968	CPAFRO-03			1968	7.441499904
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO-04.1970	CPAFRO-04			1970	9.545043497
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-399.1973	BRS-399			1973	8.284202597
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO-08.1974	CPAFRO-08			1974	7.315358073
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO-09.1975	CPAFRO-09			1975	8.244393063
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.BRS-396.1985	BRS-396			1985	8.679036667
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.CPAFRO-6.1994	CPAFRO-6			1994	6.922847292
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Eucalipto.1996	Eucalipto			1996	7.297718179
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-09.1997	GCP-09			1997	7.697809108
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-128.1999	GCP-128			1999	7.189395652
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-190.2001	GCP-190			2001	7.623446872
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-43.2003	GCP-43			2003	7.556824123
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-46.2005	GCP-46			2005	6.953834603
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.GCP-95.2006	GCP-95			2006	7.267533937
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Inajazinha.2007	Inajazinha			2007	6.998475977
BR.CETBAG.19.UFRB	BR.BAG.19.UFRB.Jacona.2008	Jacona			2008	8.163270568
BR.CETBAGRec.19.UFRB	BAG.Rec.Candeal.2019.IAC 12.1	IAC-12			1	6.302448947
BR.CETBAGRec.19.UFRB	BAG.Rec.Candeal.2019.BGM-0017.2	BGM-0017			2	6.03325563
BR.CETBAGRec.19.UFRB	BAG.Rec.Candeal.2019.BGM-0830.4	BGM-0830			4	6.654705075
BR.CETBAGRec.19.UFRB	BAG.Rec.Candeal.2019.BGM-1499.6	BGM-1499			6	6.694031829
BR.CETBAGRec.19.UFRB	BAG.Rec.Candeal.2019.BGM-1766.7	BGM-1766			7	7.685292622
